5,8,0.056803547122874776
5,15,0.053055029629465865
5,16,0.0442800903558157
5,19,0.03199430227425552
5,20,0.24128401686801146
5,21,0.028449300260501596
5,23,0.0335347910159723
5,25,0.02242110943400262
5,30,0.033555004161900784
5,52,0.08312652878596963
5,56,0.027011720231767802
5,73,0.07779639126999659
5,74,0.046033819144863146
5,75,0.04059200901017778
5,78,0.019952369073587297
5,79,0.04134812370404535
5,82,0.031596742993975045
5,84,0.03161255713695247
5,85,0.0365026655503092
5,87,0.01828396328920652
5,90,0.03657414998653256
5,91,0.012852450295705014
5,100,0.04758262960728782
5,120,0.019616290253323555
5,129,0.025248630074491216
5,130,0.020187824705066235
5,134,0.023092745258482886
7,17,0.2184170344807227
7,26,0.0933432502202386
7,28,0.08659085298891216
7,29,0.09744297423473228
7,38,0.11774618352477242
7,40,0.128483228464159
7,41,0.1465291618532906
7,46,0.1207305593794875
7,47,0.0612711759426141
7,48,0.08742680865280104
7,49,0.06817526099601343
7,57,0.168278714774979
7,58,0.1883788513022506
7,65,0.0923272742632501
7,67,0.13864198337112385
7,68,0.06314044111691704
7,72,0.022341963461652656
7,74,0.1671477038483847
7,76,0.042137442403149074
7,81,0.10528394285680429
7,82,0.11429975829698764
7,85,0.14424775484627816
7,86,0.11600777078074369
7,87,0.07186337469060719
7,89,0.013542148949260972
7,90,0.13015121742300417
7,92,0.07515195194926462
7,97,0.0835787940532232
7,104,0.03813355287564124
7,105,0.016922662676848423
7,106,0.03637568670324155
7,111,0.047024601220031687
7,112,0.07511462008829095
7,113,0.10393655985860653
7,114,0.02020755720686145
7,115,0.07231249554613416
7,116,0.11141464222507533
7,118,0.07694454100718832
7,122,0.109349810053356
7,125,0.0854434413889006
7,127,0.0
7,128,0.07183942317664246
7,129,0.011142159248750108
7,133,0.08650847084351006
7,134,0.03409173664779112
7,147,0.06739127994292643
7,148,0.043311840065488216
7,150,0.06845297784939589
8,13,0.36792187049447367
8,15,0.31705429154231485
8,16,0.2868764640471676
8,18,0.24049347442755986
8,19,0.17450071939035086
8,20,0.030117599930390575
8,22,0.055455392727098624
8,23,0.06184520847516126
8,24,0.07737062814254277
8,25,0.04919914654583471
8,26,0.05966799436246169
8,27,0.011581337144892663
